Month_Date,State,District,Month,Sales,Direct,Web,Course,Programs,year_flag,time_order
2015-06-01,State_1,District_11,6,13996.5213321332,4723.3441188119,47.2850158416,7.4892061008,921.6036874707,1,6
2015-06-01,State_3,District_36,6,6442.9926192619,1509.7705639964,36.8167890711,2.293463917,51.0459473987,1,6
2015-06-01,State_6,District_4,6,36398.6477047705,5395.212720072,92.4582737894,11.573975793,1422.4872480108,1,6
2015-06-01,State_1,District_40,6,5259.8459045905,1604.1176061206,22.8200546535,1.6181502423,174.3124140054,1,6
2015-06-01,State_3,District_6,6,7442.0363636364,1341.449340054,36.7558954131,1.5912453937,138.2949857876,1,6
2015-06-01,State_3,District_43,6,7088.3398739874,1582.9821254726,15.0830601908,2.6386501699,155.3490450891,1,6
2015-06-01,State_7,District_33,6,42415.1481548155,18551.9404140414,343.3168808101,35.6310326913,4974.7092359316,1,6
2015-06-01,State_1,District_42,6,3103.1855985599,925.6033130513,10.7272192547,1.202007461,47.2966446877,1,6
2015-06-01,State_5,District_32,6,5072.8684068407,1036.074329973,9.8844681062,2.1654848772,178.2972976634,1,6
2015-06-01,State_1,District_31,6,7693.003060306,2919.8557425743,42.0965726913,6.8097164248,399.9188233483,1,6
2015-06-01,State_4,District_39,6,15421.1441944194,2659.3663924392,53.8747908713,4.6138326832,891.0423419262,1,6
2015-06-01,State_5,District_25,6,7610.8291629163,1585.1610410441,14.1895643294,2.7344235469,103.9088126049,1,6
2015-06-01,State_5,District_34,6,4438.5411341134,1021.8024333033,10.3464394527,1.7023588058,38.865575721,1,6
2015-06-01,State_2,District_12,6,30577.6115211521,10372.4004968497,138.1641567777,20.6251532349,2018.8073936274,1,6
2015-06-01,State_5,District_27,6,8644.2685868587,3123.5843438344,19.8196809289,4.1016353204,1339.3201964068,1,6
2015-06-01,State_8,District_24,6,18164.6235823582,3453.0363708371,43.3606994239,5.3778121242,546.7513346715,1,6
2015-06-01,State_5,District_18,6,12110.1443744374,3381.1321584158,40.8019991539,6.8981009883,613.1564463006,1,6
2015-06-01,State_5,District_30,6,7200.3837983798,1915.9204176418,18.5251073789,2.7713676171,508.5253464122,1,6
2015-06-01,State_6,District_19,6,46361.404140414,8837.4634581458,158.8269777498,17.4016619532,2086.136559802,1,6
2015-06-01,State_9,District_38,6,20212.9749774977,3965.9530837084,89.4376021602,10.190179595,1045.8285354996,1,6
2015-06-01,State_5,District_21,6,14160.8684068407,3296.8081278128,33.9179047705,6.6489693177,499.5812621602,1,6
2015-06-01,State_9,District_1,6,31130.1846984698,9408.9929990999,176.4585892529,16.9913823942,975.2641441224,1,6
2015-06-01,State_4,District_10,6,12523.5621962196,2499.6518847885,37.2889093591,2.9806236081,192.5492911323,1,6
2015-06-01,State_7,District_44,6,5553.701530153,1480.7909875788,45.7976123744,1.635578277,370.7863878308,1,6
2015-06-01,State_8,District_16,6,11485.4531053105,1932.6980666067,15.0424644194,2.7243843262,266.7313631827,1,6
2015-06-01,State_9,District_9,6,9618.6419441944,2521.0052565257,33.0751536274,4.244673191,210.7779833717,1,6
2015-06-01,State_5,District_7,6,29035.4167416742,11161.821589559,118.1414969937,21.3374109811,1730.6327029523,1,6
2015-06-01,State_8,District_2,6,10465.6064806481,1242.0907924392,19.317113811,2.2515002371,53.6245988731,1,6
2015-06-01,State_9,District_47,6,5839.102790279,939.0036435644,24.8051452115,1.7121168229,49.99085391,1,6
2015-06-01,State_7,District_28,6,7021.6936093609,1932.9159585959,84.6603856526,4.2845488716,202.9960148731,1,6
2015-06-01,State_8,District_3,6,11888.3679567957,1247.5380811881,18.4439158362,2.6581662047,265.0759921062,1,6
2015-06-01,State_8,District_45,6,11882.8507650765,1886.3961116112,26.1301655896,2.1060931627,267.3450284176,1,6
2015-06-01,State_10,District_41,6,82222.4072007201,32774.1578037804,394.8205324932,65.7699270387,2373.9308081008,1,6
2015-06-01,State_8,District_8,6,17610.0212421242,2756.1102412241,26.6834774257,4.6827012104,524.7965264086,1,6
2015-06-01,State_9,District_23,6,7028.8079207921,2490.2825490549,64.2110813861,4.2003403089,215.2235822286,1,6
2015-06-01,State_6,District_35,6,33285.4394239424,6228.1031773177,127.0971423762,12.5197439712,1236.9927946355,1,6
2015-06-01,State_7,District_13,6,27005.7900990099,9776.4671017102,151.3437068407,21.1828082952,1192.223379496,1,6
2015-07-01,State_3,District_43,7,6681.6928892889,1754.4627769577,16.7685624842,2.7660683476,69.8817849685,1,7
2015-07-01,State_4,District_10,7,12773.2255625563,2680.8287110711,38.1621073357,2.7607714693,79.1076805401,1,7
2015-07-01,State_4,District_26,7,18389.1830783078,3078.5897389739,53.5650536634,6.6337596292,363.3804448605,1,7
2015-07-01,State_3,District_6,7,5589.0325832583,1463.3596633663,26.0997187597,2.5175644572,296.5398296994,1,7
2015-07-01,State_2,District_12,7,28580.2354635464,11559.255780378,129.6351558776,23.6787613105,1912.6889861386,1,7
2015-07-01,State_5,District_21,7,12672.5306930693,3856.0267956796,28.368979712,7.6584110711,266.2633962916,1,7
2015-07-01,State_3,District_15,7,8503.6327632763,3153.8712691269,36.8878316652,5.7815854221,71.0031849505,1,7
2015-07-01,State_1,District_17,7,5604.6329432943,1548.2284230423,20.170013901,3.1038362632,189.5118250945,1,7
2015-07-01,State_1,District_42,7,3164.2246624663,1113.7526682268,9.0417169595,1.3336731509,42.7236595266,1,7
2015-07-01,State_3,District_22,7,13504.4630063006,4930.5589846985,57.1491860666,7.5772784338,699.3542456706,1,7
2015-07-01,State_4,District_14,7,18360.1634563456,3768.1075553555,66.0082220522,9.2243253357,430.868809559,1,7
2015-07-01,State_1,District_46,7,6842.8867686769,3223.1607830783,24.4852590657,4.8051592691,765.4214532493,1,7
2015-07-01,State_3,District_36,7,5944.2426642664,1706.417689829,28.2776392277,2.5729762968,60.5749539946,1,7
2015-07-01,State_1,District_31,7,7896.0727272727,3374.922250225,33.1461962196,8.8065605185,367.1854286229,1,7
2015-07-01,State_5,District_18,7,10155.6342034203,3801.6628532853,41.6548992439,9.5201096778,150.283860378,1,7
2015-07-01,State_1,District_5,7,7228.7675967597,2551.8369108911,24.9370814689,3.8317585249,677.0347554275,1,7
2015-07-01,State_4,District_29,7,22433.0297029703,3322.1924932493,36.9690232223,6.9509127291,323.9610538974,1,7
2015-07-01,State_1,District_37,7,4013.1585958596,1519.1399008101,14.1692664428,4.0002655138,246.2907020252,1,7
2015-07-01,State_1,District_40,7,4296.7827182718,1775.271420162,24.0740324356,2.0544088619,298.3590021422,1,7
2015-07-01,State_6,District_35,7,34424.3319531953,6808.0215427543,72.5419834563,13.443021901,2103.6039967417,1,7
2015-07-01,State_4,District_39,7,14595.4261026103,2781.8214455446,48.3461637012,5.9642746157,874.7959355176,1,7
2015-07-01,State_5,District_25,7,6212.799279928,1773.4193420342,13.3265152961,3.1664346542,66.7753526013,1,7
2015-07-01,State_1,District_20,7,4936.5342934293,2025.6288136814,26.201208189,4.3503259604,321.2307378938,1,7
2015-07-01,State_7,District_13,7,24330.302070207,10521.7651557156,103.1700751755,29.555480324,1897.7098672547,1,7
2015-07-01,State_5,District_7,7,28692.601260126,12918.8990657066,121.5327994779,27.5971402484,1677.3981007741,1,7
2015-07-01,State_5,District_27,7,7891.6867686769,3096.1300090009,23.6729547435,4.5093749289,91.2519577858,1,7
2015-07-01,State_6,District_4,7,37304.7603960396,6225.8153159316,63.5104154275,15.0860985581,903.1511145455,1,7
2015-07-01,State_7,District_28,7,6819.794779478,2213.3423852385,82.1118343294,6.3198228385,97.1689855626,1,7
2015-07-01,State_5,District_30,7,6788.6898289829,2099.7119405941,26.201208189,4.1634756245,162.3374856706,1,7
2015-07-01,State_6,District_19,7,48308.2765076508,10164.7498487849,98.3218160756,21.2523505527,2972.0198875068,1,7
2015-07-01,State_7,District_33,7,43500.7675967597,20872.5943834383,367.3909132493,44.5538227363,3457.3841539154,1,7
2015-07-01,State_1,District_11,7,13503.4793879388,5392.0532925293,43.0611111611,8.3330020648,544.4451327273,1,7
2015-07-01,State_9,District_1,7,27983.0768676868,11149.6196633663,136.9052989739,19.9404279532,1193.5473392619,1,7
2015-07-01,State_7,District_44,7,5511.6176417642,1693.2352507651,39.8171628011,2.080129659,41.3506306175,1,7
2015-07-01,State_8,District_16,7,11654.504410441,2218.2449450945,17.5808668029,2.667346301,583.8302965437,1,7
2015-07-01,State_5,District_34,7,3341.9657965797,1055.1398406841,14.1895643294,2.3184215897,42.118560135,1,7
2015-07-01,State_10,District_41,7,80636.0921692169,35557.940270027,373.1375483348,82.3791340594,1886.4341861386,1,7
2015-07-01,State_8,District_2,7,9085.5920792079,1426.7538826283,13.7783376976,3.3286999278,81.5893549955,1,7
2015-07-01,State_8,District_24,7,18738.9818181818,3920.8495337534,41.6548992439,6.4088959658,247.0624252925,1,7
2015-07-01,State_9,District_23,7,6466.196939694,2837.0569540954,36.9284274347,5.0947018974,306.752250243,1,7
2015-07-01,State_5,District_32,7,4736.5472547255,1094.4692658866,6.8942433213,2.4528854947,249.8392232835,1,7
2015-07-01,State_8,District_3,7,13362.3056705671,1257.7789841584,19.3272627543,2.9364650095,52.192649595,1,7
2015-07-01,State_8,District_45,7,12147.5564356436,1707.2892559856,21.0026161062,2.2217801154,285.4429210981,1,7
2015-07-01,State_9,District_38,7,20739.0502250225,4549.0308766877,71.1053246985,12.796614072,1265.9066017462,1,7
2015-07-01,State_9,District_9,7,9267.1409540954,2750.4450621062,25.3990528173,4.4970823978,396.1338810441,1,7
2015-07-01,State_8,District_8,7,17163.4693069307,3191.021780378,25.8305773357,5.5463189001,150.8362172997,1,7
2015-07-01,State_9,District_47,7,6034.1594959496,1179.1201337534,20.9924671629,2.804081676,288.5434271953,1,7
2015-08-01,State_4,District_14,8,17585.6878487849,3687.4876813681,65.647740126,10.1631774365,375.1018353663,1,8
2015-08-01,State_5,District_34,8,3935.9128712871,988.1381884788,13.3671110675,3.274574975,23.4490763852,1,8
2015-08-01,State_3,District_15,8,8728.8820882088,2928.7892961296,32.2425514131,5.1253729307,36.0696849685,1,8
2015-08-01,State_6,District_4,8,36063.9776777678,6039.6269846985,64.5561454365,17.4543071341,1001.2491936652,1,8
2015-08-01,State_3,District_6,8,6107.101350135,1538.4233031503,34.6693154311,2.510578962,29.7870914149,1,8
2015-08-01,State_5,District_21,8,12901.8642664266,3890.7804986499,28.3994265347,10.1989071269,661.5611130171,1,8
2015-08-01,State_3,District_22,8,13453.6547254725,4812.8975463546,70.0847726193,8.3552960198,704.0241996364,1,8
2015-08-01,State_3,District_43,8,6517.3249324933,1789.3254252025,19.3881564122,4.3613360074,15.6875460144,1,8
2015-08-01,State_5,District_25,8,8023.9157515752,1620.6773639964,16.7685624842,3.9576109627,72.1262849253,1,8
2015-08-01,State_1,District_11,8,13760.2772277228,5477.3578343834,56.448520108,10.2316627507,46.43131818,1,8
2015-08-01,State_5,District_7,8,27409.4142214221,12497.4968046805,127.3455970477,33.4621607183,264.7167663546,1,8
2015-08-01,State_4,District_39,8,14491.6169216922,2794.8949378938,44.5943793159,6.2663274023,62.4086053807,1,8
2015-08-01,State_8,District_24,8,18195.6118811881,3723.875569757,46.5336051845,7.3518906265,456.5369118884,1,8
2015-08-01,State_4,District_26,8,17334.7074707471,2982.8264014401,48.1582138074,8.6976816868,53.2204012187,1,8
2015-08-01,State_5,District_18,8,10313.8462646265,3916.0559189919,41.365459928,11.2618347291,87.9747065545,1,8
2015-08-01,State_5,District_27,8,8024.3938793879,3338.7522520252,23.2921749415,7.0577093591,72.7233643798,1,8
2015-08-01,State_6,District_19,8,44604.7913591359,9906.3304680468,101.1240909631,25.6744496886,358.5726539334,1,8
2015-08-01,State_4,District_29,8,20948.2181818182,2940.555440144,48.2089585239,8.8501420018,61.8372190675,1,8
2015-08-01,State_1,District_5,8,7376.2498649865,2504.7723366337,22.4088280288,4.9413547975,42.0674749433,1,8
2015-08-01,State_4,District_10,8,12089.0894689469,2456.4004122412,43.8125218182,4.0302681512,22.6019106391,1,8
2015-08-01,State_1,District_37,8,4172.0108010801,1483.5146320432,14.1997132709,4.7930663554,32.4809170045,1,8
2015-08-01,State_2,District_12,8,29610.7204320432,11369.6901314131,162.5325085689,28.582186207,953.6424220882,1,8
2015-08-01,State_8,District_16,8,11417.4689468947,2145.9049504951,15.5044357642,3.7771862531,48.7209243006,1,8
2015-08-01,State_1,District_17,8,5983.0106210621,1555.4188441044,20.6624320756,4.0564562873,15.550107505,1,8
2015-08-01,State_1,District_40,8,4363.6874887489,1786.0570520252,28.460320198,2.0455145395,171.7972298632,1,8
2015-08-01,State_9,District_38,8,21148.5465346535,4387.1374545455,61.3933886229,15.0157660036,356.2447413285,1,8
2015-08-01,State_7,District_28,8,6905.5927992799,2338.8479189919,73.2629472907,7.4316528437,39.9076368083,1,8
2015-08-01,State_1,District_20,8,5214.8464446445,2086.9652853285,33.5066781458,4.8198738506,24.2647089685,1,8
2015-08-01,State_3,District_36,8,5945.8707470747,1676.4576012601,42.4367567237,3.2055112099,24.3223864806,1,8
2015-08-01,State_6,District_35,8,32742.60450045,6528.248790279,78.644220342,18.2088025023,359.0772815482,1,8
2015-08-01,State_1,District_31,8,8939.0775877588,3459.5731179118,43.543380396,8.949565775,168.9834818596,1,8
2015-08-01,State_1,District_46,8,7503.896309631,3081.640219622,30.9784246985,6.073965523,142.6550276472,1,8
2015-08-01,State_5,District_32,8,4646.603060306,1078.5631825383,8.1888168695,2.766634924,23.1926731917,1,8
2015-08-01,State_8,District_2,8,9087.698289829,1344.1729845185,18.0834339208,3.6402156236,37.1151251881,1,8
2015-08-01,State_7,District_44,8,5410.1731773177,1645.6259467147,30.0950777858,2.7136392925,24.915856279,1,8
2015-08-01,State_9,District_23,8,6704.9886588659,3118.6817839784,43.0002174977,5.7220383024,19.3750000072,1,8
2015-08-01,State_7,District_13,8,24612.0943294329,10440.8184446445,126.6043353195,34.9460793033,561.6770882268,1,8
2015-08-01,State_5,District_30,8,7043.6766876688,2053.6278775878,22.8505014941,5.5951876738,45.8486516832,1,8
2015-08-01,State_9,District_47,8,5721.6050405041,1200.364560216,18.0225402628,3.2787468481,18.5584650081,1,8
2015-08-01,State_7,District_33,8,43164.8417641764,20910.7254185419,336.0008730873,56.7820033663,819.2299545815,1,8
2015-08-01,State_8,District_3,8,11787.4563456346,1285.995940054,22.7997567723,3.0882021363,78.2642206517,1,8
2015-08-01,State_9,District_1,8,28229.8563456346,11452.488919892,139.8699569577,24.3744674131,290.8447453645,1,8
2015-08-01,State_10,District_41,8,78518.0126012601,35909.5082808281,386.9560928893,104.1214121512,430.9656971377,1,8
2015-08-01,State_8,District_45,8,11458.0442844284,1671.9908244825,21.083807649,2.3730298819,42.1449799028,1,8
2015-08-01,State_8,District_8,8,17494.6750675068,3192.7649126913,34.4509187219,6.3276667795,194.2684461656,1,8
2015-08-01,State_9,District_9,8,9228.5926192619,2821.5866534654,38.324490423,5.2843598236,62.6235488497,1,8
2015-08-01,State_1,District_42,8,3252.9180918092,1001.756410441,10.3362905095,1.1677619672,2.7956700702,1,8
2015-09-01,State_5,District_34,9,3585.0498649865,848.7965409541,27.1758955896,2.6242208562,62.3465479514,1,9
2015-09-01,State_5,District_27,9,7643.4873087309,2953.9557713771,53.4988911071,5.2673045905,308.7234190099,1,9
2015-09-01,State_7,District_28,9,6494.5756975698,1901.1037911791,91.1178355536,4.5299645393,244.8672342322,1,9
2015-09-01,State_6,District_19,9,46486.5670567057,8165.3769666967,215.3157047525,18.8242940342,1151.9654591359,1,9
2015-09-01,State_5,District_25,9,5619.5542754275,1313.341329793,33.1664941134,2.977587386,37.7746465707,1,9
2015-09-01,State_5,District_21,9,13383.3900990099,3469.0514005401,66.7848106211,7.5923677408,297.2039745095,1,9
2015-09-01,State_5,District_32,9,4928.6631863186,837.3572343834,22.8403525473,1.7926800265,127.8162269415,1,9
2015-09-01,State_6,District_35,9,32794.4712871287,5660.7135751575,153.2370680288,13.3261025167,456.0183745275,1,9
2015-09-01,State_6,District_4,9,35808.3549954995,5333.8762484248,125.3097617822,11.9409565347,197.3820013681,1,9
2015-09-01,State_4,District_29,9,20340.1389738974,2674.4009090909,91.3512612241,6.7231321404,135.8095126913,1,9
2015-09-01,State_9,District_9,9,9388.8648064807,2391.9045130513,73.2576783618,3.9764006977,65.3600047525,1,9
2015-09-01,State_7,District_13,9,25031.9935193519,8596.1485652565,244.4409751575,21.0621409073,1111.3669759316,1,9
2015-09-01,State_3,District_6,9,6285.6864086409,1341.6672316832,57.0071008641,1.8562841428,44.3890115608,1,9
2015-09-01,State_4,District_39,9,13915.3216921692,2545.7359477948,76.8064839064,4.4687505572,265.8209423402,1,9
2015-09-01,State_4,District_10,9,12036.8684068407,2227.5053357336,77.0094627543,3.2060945048,100.7517407021,1,9
2015-09-01,State_5,District_30,9,6635.495229523,1771.0225348335,50.4579216022,3.6536618153,353.692349991,1,9
2015-09-01,State_5,District_7,9,26598.8298829883,11206.3804122412,302.7325006301,24.2116777642,1882.7504867327,1,9
2015-09-01,State_7,District_33,9,41011.3166516652,18550.1972817282,621.5178687669,39.9170109631,1109.8663618362,1,9
2015-09-01,State_8,District_8,9,15440.8907290729,2708.8277749775,68.9627310891,5.4887549145,513.4634809001,1,9
2015-09-01,State_5,District_18,9,10270.3445544554,3209.9783438344,89.6962057606,8.8196571899,873.6179610441,1,9
2015-09-01,State_9,District_47,9,5748.3924392439,916.2339762376,27.5566753915,2.1460259003,49.8301536508,1,9
2015-09-01,State_7,District_44,9,5546.8457245725,1531.5597191719,54.27059964,2.5394256958,31.654883577,1,9
2015-09-01,State_3,District_36,9,5865.3825382538,1492.1213483348,54.9814145275,2.388667268,262.4442024194,1,9
2015-09-01,State_1,District_11,9,12207.897749775,4674.2095733573,117.2325832763,8.4239189001,106.6454750855,1,9
2015-09-01,State_3,District_43,9,6044.3859585959,1678.9633542754,44.3658336454,2.9069058176,62.1669440414,1,9
2015-09-01,State_8,District_2,9,8917.5423942394,1198.6214277228,36.6389881368,2.9822953591,59.2778215212,1,9
2015-09-01,State_1,District_37,9,3591.2151215122,1321.83910045,24.1552239784,3.4958259357,46.8653215878,1,9
2015-09-01,State_1,District_42,9,3118.6534653465,869.6051841584,22.007750333,1.3168338932,19.9425594059,1,9
2015-09-01,State_8,District_3,9,12321.2903690369,1129.1140226823,36.1973146715,2.2708853102,714.6854677732,1,9
2015-09-01,State_3,District_15,9,8475.0523852385,2777.6815049505,70.1761131053,3.9740518749,293.6953841944,1,9
2015-09-01,State_4,District_14,9,17815.5564356436,3109.5303384338,107.0943915932,6.9162933123,174.7984529073,1,9
2015-09-01,State_1,District_31,9,7000.7625562556,2931.295049505,92.2752039244,6.5134569145,679.9423946895,1,9
2015-09-01,State_3,District_22,9,13495.6176417642,4012.0371467147,123.7054510171,6.708997892,260.4011791179,1,9
2015-09-01,State_1,District_5,9,7392.0561656166,2097.8598631863,56.4789669487,3.6371787446,48.8940043204,1,9
2015-09-01,State_4,District_26,9,16687.9539153915,2763.4096093609,91.3106654545,5.9386813735,343.7676652925,1,9
2015-09-01,State_8,District_24,9,17916.9087308731,3258.7860522052,88.7621141314,6.3556313627,162.085879784,1,9
2015-09-01,State_9,District_23,9,6734.9638163816,2543.3391413141,84.8276487669,4.4145520612,62.4106475788,1,9
2015-09-01,State_1,District_40,9,4448.9735373537,1530.6881530153,62.4898633483,1.5477001636,34.402531964,1,9
2015-09-01,State_2,District_12,9,26835.8315031503,9955.9007956796,383.0265074707,20.2918656976,1556.2342631683,1,9
2015-09-01,State_9,District_38,9,21078.7125112511,3806.674360036,107.5969587219,9.5240104428,962.1060530333,1,9
2015-09-01,State_8,District_16,9,11364.4176417642,1809.5893393339,38.3650861926,2.7938524884,89.7871170117,1,9
2015-09-01,State_1,District_20,9,5584.8590459046,2115.2911863186,49.9655034203,3.3568529334,38.3394281548,1,9
2015-09-01,State_1,District_17,9,5710.8385238524,1206.3565778578,44.3556847165,2.2779524342,62.1608640846,1,9
2015-09-01,State_1,District_46,9,6714.6822682268,2496.0566750675,49.5542767957,4.4475285293,175.2943150675,1,9
2015-09-01,State_10,District_41,9,77326.0730873087,30665.4033663366,819.0952036004,78.0978685329,1738.9689089109,1,9
2015-09-01,State_8,District_45,9,11177.2622862286,1447.2356885689,41.3451620342,1.875136692,101.9813702196,1,9
2015-09-01,State_9,District_1,9,28227.7890189019,9939.3410369037,281.486309811,16.5863748659,927.4553145815,1,9
2015-10-01,State_6,District_19,10,53756.695589559,10616.8748190819,358.1149927993,27.9407657768,1191.1148521512,1,10
2015-10-01,State_7,District_28,10,8444.7294329433,2241.9951251125,157.669220486,6.9546590401,614.8680085419,1,10
2015-10-01,State_5,District_7,10,35658.8579657966,14286.9311755176,480.7389981998,36.0483725167,2695.4947315752,1,10
2015-10-01,State_6,District_4,10,42625.2090009001,6684.2591413141,194.3130886409,14.9043554077,1415.9906349415,1,10
2015-10-01,State_5,District_32,10,6269.598559856,1273.5761216922,37.1009594779,2.4487562034,106.1108340972,1,10
2015-10-01,State_5,District_21,10,16564.7863186319,4454.6838361836,113.3184158056,11.0082806247,247.3947013375,1,10
2015-10-01,State_5,District_30,10,9001.2075607561,2215.6302466247,93.0976571917,4.7980078292,555.1220727543,1,10
2015-10-01,State_5,District_34,10,5120.2484248425,1125.9545951395,42.2386578938,2.9560697635,121.0126666139,1,10
2015-10-01,State_5,District_25,10,9435.7875787579,1675.5860351035,49.5847236184,3.640908823,95.0598476796,1,10
2015-10-01,State_7,District_13,10,32520.9454545455,10905.690070207,434.5252790279,30.9624109991,2331.9215836544,1,10
2015-10-01,State_4,District_39,10,17651.6176417642,3173.3725634564,122.7360325293,5.3121105905,358.367757703,1,10
2015-10-01,State_5,District_27,10,10612.1310531053,3482.2338379838,108.9727238164,7.5437643618,236.3223295752,1,10
2015-10-01,State_7,District_33,10,56027.7184518452,24131.816219622,1036.7414518452,59.7052247885,1515.2246640504,1,10
2015-10-01,State_8,District_8,10,20812.8720072007,3582.8997353735,117.1818385599,7.296140081,805.5332032097,1,10
2015-10-01,State_9,District_1,10,38903.3533753375,12768.0091665167,479.9218136814,24.0733358668,961.7377470207,1,10
2015-10-01,State_6,District_35,10,39761.9585958596,7183.5576327633,246.6850581458,18.5441312907,792.9750852385,1,10
2015-10-01,State_7,District_44,10,6408.0115211521,1788.6717506751,87.0055692349,3.1969132873,78.368225793,1,10
2015-10-01,State_5,District_18,10,14343.7738973897,3934.57670027,139.7631986139,12.3907677786,456.6798215788,1,10
2015-10-01,State_4,District_26,10,20588.0144014401,3542.3719063906,161.4055870207,7.5833412943,247.8823611647,1,10
2015-10-01,State_1,District_5,10,9280,2700.1121134113,91.3817080648,4.945755514,380.4040811215,1,10
2015-10-01,State_4,District_29,10,24290.7809180918,3460.1178469847,156.8009025383,7.8976824194,446.0862287453,1,10
2015-10-01,State_3,District_43,10,8677.8865886589,2174.6666354636,68.9322842664,4.3638114108,212.3035959226,1,10
2015-10-01,State_1,District_11,10,17278.1227722772,6062.9413807381,191.0435735374,9.5997864986,575.4827837066,1,10
2015-10-01,State_8,District_3,10,15117.5351935194,1584.6163121512,54.3111954095,2.7710110277,142.6478048623,1,10
2015-10-01,State_8,District_45,10,14408.1425742574,1983.139960396,62.9315367957,2.0560221366,83.0985081368,1,10
2015-10-01,State_4,District_10,10,14169.2658865887,3044.271819982,121.7966719892,5.4764381494,487.3476196274,1,10
2015-10-01,State_3,District_15,10,11270.7621962196,3800.246559856,110.2977441944,5.9321182232,148.5193411341,1,10
2015-10-01,State_1,District_17,10,7388.3535553555,1604.8802264627,65.0688614941,3.5790957572,273.1710322358,1,10
2015-10-01,State_4,District_14,10,21450.1702970297,4083.396630063,189.9726655626,9.2104428101,530.9605932745,1,10
2015-10-01,State_3,District_22,10,17182.6880288029,5336.2730549055,220.4939989199,9.9657611125,941.2300764302,1,10
2015-10-01,State_8,District_16,10,13902.4489648965,2342.6610225023,66.794959568,3.78149529,472.31139555,1,10
2015-10-01,State_9,District_9,10,14443.1575157516,3277.7426174618,139.3978366697,6.4107869091,384.8957259046,1,10
2015-10-01,State_1,District_46,10,9644.1490549055,3250.5061728173,80.6037440864,5.9185482646,455.5668378074,1,10
2015-10-01,State_8,District_2,10,12950.3510351035,1630.3735380738,55.6159179118,2.8426232108,191.7705214383,1,10
2015-10-01,State_8,District_24,10,21160.2678667867,4200.7312313231,151.6530551575,7.9994444356,362.923930468,1,10
2015-10-01,State_9,District_23,10,9264.3261926193,3220.7639765977,168.9497515752,7.1687431107,238.3904174725,1,10
2015-10-01,State_3,District_6,10,8184.2340234023,1863.51749955,58.4539085509,2.0326530616,341.5891171791,1,10
2015-10-01,State_1,District_37,10,4841.696489649,1717.3122673267,44.3556847165,5.2766765152,373.032900369,1,10
2015-10-01,State_9,District_38,10,26133.2406840684,5100.5143960396,203.4209681728,11.8208886751,545.0281960972,1,10
2015-10-01,State_1,District_40,10,5556.5256525653,2017.5668262826,90.1784749955,1.5683068117,339.7843734743,1,10
2015-10-01,State_1,District_20,10,6721.7368136814,2545.1912187219,79.2381279388,4.1832759946,261.6424615032,1,10
2015-10-01,State_9,District_47,10,7121.3386138614,1068.2133337534,59.7383331593,3.441147189,80.3037404806,1,10
2015-10-01,State_1,District_42,10,3999.2936093609,1039.4516489649,36.6389881368,1.9708399959,252.6872234275,1,10
2015-10-01,State_1,District_31,10,9474.0666066607,3666.35219982,150.3178858506,9.7569528389,561.9677026877,1,10
2015-10-01,State_10,District_41,10,92930.8759675968,39364.5056885689,1349.8808968497,110.7653709811,2360.7711720432,1,10
2015-10-01,State_3,District_36,10,7909.4228622862,1948.7130963096,82.1065654185,3.2085978241,125.3719977786,1,10
2015-10-01,State_2,District_12,10,34974.704590459,12214.8914617462,625.7515335734,29.7269190531,1156.6771792259,1,10
2015-11-01,State_8,District_3,11,12292.9454545455,1495.934450405,36.6592860126,3.5885787721,276.7484114059,1,11
2015-11-01,State_5,District_27,11,8030.2847884789,3415.0142952295,71.5721760756,9.6549728155,343.5566761836,1,11
2015-11-01,State_8,District_2,11,8616.2160216022,1489.7245413141,37.9031148515,2.8600676475,365.4056693627,1,11
2015-11-01,State_1,District_11,11,12813.3198919892,6243.0287488749,124.6699894869,14.4517393681,1004.602779676,1,11
2015-11-01,State_8,District_8,11,17056.8338433843,3603.2725958596,79.7203971737,10.0578498272,212.8058205563,1,11
2015-11-01,State_1,District_42,11,3019.8250225023,1239.9118768677,19.8501277588,2.30249227,94.3268428605,1,11
2015-11-01,State_1,District_40,11,4542.4417641764,2113.9838379838,68.1402778218,1.9062006731,109.6878621242,1,11
2015-11-01,State_6,District_35,11,35761.4048604861,7698.435369937,169.634999658,21.8261652583,997.3001491089,1,11
2015-11-01,State_8,District_16,11,11075.5175517552,2561.0973033303,37.5121861026,5.0855386463,73.1662041746,1,11
2015-11-01,State_1,District_5,11,7475.8718271827,2790.5371071107,56.4891158776,8.0123107165,200.6263526481,1,11
2015-11-01,State_1,District_31,11,7328.702790279,3956.6926930693,94.4632733393,11.5528331719,658.538065937,1,11
2015-11-01,State_5,District_25,11,6173.5762376238,1887.485569757,29.7751916292,5.1017760261,66.9787058146,1,11
2015-11-01,State_2,District_12,11,30307.8451845185,13155.7471827183,380.4726873087,38.820013604,2174.9850566157,1,11
2015-11-01,State_1,District_37,11,3718.5483348335,1643.229139694,24.5968974437,6.2537887996,251.6981006301,1,11
2015-11-01,State_9,District_1,11,27972.102250225,12883.1648514851,305.8039170117,29.4601766589,573.9270334653,1,11
2015-11-01,State_6,District_4,11,37442.2358235824,6692.1032367237,144.2663936634,17.2150385581,538.2459939694,1,11
2015-11-01,State_7,District_44,11,5330.194779478,1956.4482448245,66.7442148515,3.6917110162,454.5122486967,1,11
